timestamp,asset,midprice,spread,volatility,regime,orderflow_imbalance,bid_size_0,bid_size_1,bid_size_2,bid_size_3,bid_size_4,ask_size_0,ask_size_1,ask_size_2,ask_size_3,ask_size_4
512,ASSET_E,107.9994,0.0314,0.0204,normal,0.1424,235.6739,92.1166,45.4954,100.6573,57.5505,102.3081,1.7279,93.6731,117.7607,85.4784
513,ASSET_B,102.2799,0.0134,0.0343,normal,0.1235,222.7352,90.6094,16.0705,109.6243,96.862,33.8392,183.9086,100.8495,207.6141,149.2254
514,ASSET_A,100.0185,0.0318,0.017,normal,0.5225,153.0211,73.5669,15.9813,86.2938,65.6825,108.1897,381.5063,42.8011,77.3128,28.8684
515,ASSET_B,102.3073,0.0297,0.0248,normal,0.2706,303.8945,68.3754,38.2245,53.8748,17.0959,151.2748,89.322,101.6962,20.0488,106.8514
516,ASSET_D,106.4109,0.0313,0.0377,normal,-0.7099,98.5911,48.1695,37.8918,51.2829,209.7611,27.2144,30.8616,66.0065,71.1486,40.5112
517,ASSET_C,103.9566,0.0208,0.0313,normal,-0.9205,136.3375,114.9227,38.6651,58.5366,44.5587,19.362,126.7097,29.0718,68.4293,163.4565
518,ASSET_E,107.3078,0.0255,0.0423,normal,-0.4987,67.1136,250.3804,97.6687,57.4192,179.7654,106.7029,74.4504,45.3272,107.9203,94.9002
519,ASSET_C,104.4567,0.0155,0.0474,normal,-0.453,116.1684,31.5913,101.9997,218.9931,16.4485,74.1076,59.56,136.0682,12.5737,152.1898
520,ASSET_A,100.0271,0.0256,0.0104,normal,0.1015,30.6919,90.064,198.167,91.2389,26.9408,47.7644,82.5396,101.1157,32.5248,22.8966
521,ASSET_A,99.7223,0.0286,0.028,normal,-0.148,27.6249,25.6125,17.9496,51.9908,134.9432,25.4331,46.9399,170.1156,89.1867,27.1934
522,ASSET_D,106.568,0.0987,0.0437,stress,0.3637,74.8503,44.8546,84.3383,9.4652,43.8269,52.1338,85.9847,69.4874,83.4913,94.5907
523,ASSET_B,102.3489,0.0451,0.021,normal,0.5399,51.7542,18.146,160.5829,12.7526,165.7249,141.2139,72.3961,45.6995,97.0537,37.2537
524,ASSET_A,99.9193,0.0445,0.048,normal,-0.3367,35.1415,13.0536,13.9027,18.0842,69.0349,317.3417,75.5177,58.8815,9.5773,4.4513
525,ASSET_A,99.9804,0.0459,0.0335,normal,0.6167,162.1753,232.7767,233.124,173.3248,46.5026,122.7011,86.0811,58.4053,35.7244,73.4945
526,ASSET_E,108.0415,0.0436,0.0415,normal,-0.8474,218.3426,149.1053,160.8442,127.3326,87.8562,244.9177,38.4447,33.3698,60.9989,53.5398
527,ASSET_B,102.0446,0.0276,0.0107,stress,0.8402,51.5515,130.8448,217.1984,42.7793,170.3853,18.0566,9.9643,71.5391,139.0985,85.6036
528,ASSET_A,99.9804,0.0751,0.047,stress,0.2871,244.0146,121.7494,27.8792,32.5015,60.2706,144.8108,26.6023,81.2592,39.4583,246.6385
529,ASSET_D,105.8067,0.0392,0.0111,normal,0.7933,67.2738,227.1803,3.215,112.6144,95.4551,76.6398,82.5463,48.4549,73.0226,40.0962
530,ASSET_A,99.8899,0.0251,0.0273,normal,0.5905,15.5177,30.8147,96.2988,65.4678,84.1224,19.2367,61.0095,191.6604,114.0415,251.1519
531,ASSET_B,102.1029,0.0192,0.0415,normal,0.0264,30.5956,12.6452,98.6784,7.1612,141.5251,116.0698,75.0643,214.3878,290.5996,155.8617
532,ASSET_E,107.6776,0.0213,0.0141,normal,-0.6976,66.8626,172.9591,37.4092,55.5294,92.4493,111.6494,104.2663,129.6035,28.9919,109.632
533,ASSET_C,104.5762,0.0228,0.0467,normal,0.418,96.239,261.3903,91.7879,174.643,53.036,57.7562,84.237,4.3311,76.1407,77.7993
534,ASSET_B,101.9957,0.0315,0.0478,normal,-0.1305,36.7491,57.9345,102.4279,240.2341,111.9096,36.171,89.9597,60.4118,82.2792,373.9742
535,ASSET_B,101.884,0.0934,0.0135,stress,0.2509,52.3366,80.3645,67.2233,155.7007,70.6413,88.9846,278.8397,228.0072,30.8903,75.3785
536,ASSET_E,108.1321,0.0465,0.0102,normal,-0.5965,284.4718,129.1663,40.418,125.3375,80.7983,198.4723,236.8026,256.3154,60.2487,193.5826
537,ASSET_B,101.8304,0.0453,0.0443,normal,0.9014,96.1727,206.6787,117.912,97.7193,55.0997,139.1533,125.4273,52.1822,109.0644,121.8804
538,ASSET_A,100.1792,0.0447,0.046,normal,0.7598,97.1966,11.7817,42.6636,146.4777,12.2385,85.9296,16.683,190.4499,155.0348,113.5839
539,ASSET_A,99.9946,0.0129,0.0295,normal,0.0149,110.4405,131.1971,38.2394,210.7208,113.1306,51.1006,31.0304,89.185,21.59,93.4369
540,ASSET_C,104.0917,0.0102,0.0192,normal,0.047,95.739,114.4774,202.6413,252.4977,31.9445,120.1946,81.8679,69.2626,83.697,134.7018
541,ASSET_B,101.725,0.0128,0.0339,normal,-0.0316,34.2789,20.4667,263.4733,107.3557,212.7148,52.4248,204.0924,125.1223,88.9852,56.5795
542,ASSET_B,102.051,0.0262,0.021,stress,-0.9962,187.7007,54.7487,64.8952,85.3204,90.4064,248.4232,84.2477,70.0953,65.9229,64.2138
543,ASSET_E,108.4189,0.0765,0.0397,stress,0.3903,260.7928,141.5521,27.9572,44.6578,66.7506,87.7551,52.5338,129.7733,107.2737,82.2836
544,ASSET_E,108.6579,0.0448,0.0429,normal,-0.7484,94.3624,109.6985,17.4181,257.3746,47.4034,44.8311,138.2386,125.8271,86.5258,134.8089
545,ASSET_C,103.9964,0.0282,0.0271,stress,-0.2424,63.3261,36.4221,95.5336,51.3779,149.1298,47.8044,46.1228,89.6619,17.4369,10.4321
546,ASSET_E,107.8121,0.0449,0.0292,normal,0.2884,50.628,53.2492,151.5507,30.3204,72.647,22.4798,89.9942,184.3708,61.4371,43.3856
547,ASSET_A,100.0395,0.014,0.0406,normal,-0.5917,108.5236,4.8946,228.7905,347.8335,122.4323,32.9351,145.4036,146.8187,76.8163,44.8225
548,ASSET_D,105.356,0.0746,0.0381,stress,-0.5443,95.2958,199.9683,155.7664,157.5037,71.0423,25.5261,73.0239,21.8455,13.5193,138.0524
549,ASSET_E,108.9774,0.0389,0.0419,normal,0.1176,143.7664,30.1467,119.626,49.8926,268.3129,39.52,47.7199,11.7543,109.4827,5.005
550,ASSET_E,107.9748,0.094,0.0483,stress,-0.355,235.6942,101.4234,239.8662,38.4203,63.589,48.1463,75.7668,187.4527,48.6961,140.64
551,ASSET_A,100.1454,0.023,0.0202,normal,-0.2632,85.0277,20.2579,39.5337,130.7313,98.5825,118.8413,109.6373,67.4585,3.4147,371.6368
552,ASSET_C,104.2115,0.0147,0.025,normal,0.4211,64.1563,102.2133,138.9372,272.3438,41.5554,114.3974,130.4037,19.0819,119.866,99.0001
553,ASSET_E,107.9552,0.0164,0.0402,normal,-0.6728,111.9163,20.5362,291.2521,90.8338,54.6568,42.9232,169.4543,86.904,124.2069,15.4145
554,ASSET_A,100.1668,0.0483,0.0216,normal,-0.4752,135.33,50.0742,60.4879,38.3625,47.7838,63.7397,13.3565,217.9374,41.2074,240.8258
555,ASSET_A,100.2517,0.0115,0.0198,normal,0.6385,252.1645,148.5622,140.9367,16.2853,77.9775,65.3107,77.6755,184.5103,58.3275,51.5411
556,ASSET_D,105.9748,0.0751,0.0159,stress,0.5794,34.3223,109.7047,105.1491,170.2629,83.3061,15.8877,66.1581,100.5076,25.4212,81.9753
557,ASSET_D,106.0846,0.0239,0.0364,normal,0.1531,32.2116,51.7102,254.5473,25.2358,204.128,165.828,40.9156,54.924,25.0435,81.5927
558,ASSET_E,108.1901,0.0429,0.0148,stress,0.4087,123.5516,72.4257,78.4558,46.7041,72.5579,82.8448,169.7211,91.1552,231.399,72.1137
559,ASSET_A,100.0093,0.0202,0.014,normal,0.4789,38.1117,52.3179,348.0674,113.3817,38.3858,65.1454,23.5724,75.9159,57.1741,94.1147
560,ASSET_C,104.1606,0.04,0.0255,normal,-0.4806,229.2076,243.1042,95.291,276.7283,134.0187,4.369,45.4414,140.5257,32.6585,154.0064
561,ASSET_C,103.6946,0.0978,0.0438,stress,-0.5859,58.7821,49.4266,124.2244,26.7015,114.574,193.8711,80.9781,19.6569,76.2463,97.5132
562,ASSET_E,107.6441,0.0105,0.0192,normal,0.1769,30.0341,135.3745,87.0594,22.662,190.9934,41.2168,63.4478,62.1909,10.9261,62.5504
563,ASSET_E,107.4026,0.0582,0.0302,stress,0.3727,44.823,137.2976,19.0913,113.8055,201.4476,100.8071,34.6119,115.5086,33.9167,25.2784
564,ASSET_D,106.2099,0.044,0.0302,normal,-0.821,101.7439,75.845,21.1282,144.824,55.8852,42.832,206.5639,88.9915,6.9335,213.8069
565,ASSET_B,102.9433,0.0779,0.0463,stress,-0.9025,82.8896,229.165,158.8859,176.1542,235.9279,32.6099,53.0345,412.1289,96.0535,98.9495
566,ASSET_A,100.4167,0.01,0.0414,normal,0.1521,293.3596,68.0636,171.3673,150.6753,32.8887,5.4209,88.6451,120.786,127.7297,65.8186
567,ASSET_D,105.9541,0.0466,0.0473,normal,0.2689,35.6267,12.5665,49.4468,201.5469,213.1362,284.1909,128.1039,48.0491,58.1828,157.1915
568,ASSET_A,99.9121,0.0914,0.0128,stress,-0.5808,67.1144,227.7003,28.4138,21.235,27.2237,208.5371,63.4308,117.9727,31.8657,90.5247
569,ASSET_D,106.1584,0.044,0.0159,normal,0.814,18.1095,107.4759,135.334,171.9311,385.8089,243.6275,64.5584,235.8966,109.9502,139.2581
570,ASSET_D,106.0149,0.0264,0.0465,normal,0.6524,84.1392,74.748,229.2722,107.3335,222.199,77.4417,201.7877,127.5538,70.1011,52.4726
571,ASSET_E,108.0177,0.033,0.0265,normal,-0.8527,71.599,264.0938,187.337,48.6975,25.3899,366.2028,132.3721,73.6254,110.184,78.8969
572,ASSET_C,104.093,0.0299,0.019,normal,0.5958,44.2114,37.9271,95.1825,281.8205,101.3923,34.9143,26.545,54.5293,28.9831,72.7784
573,ASSET_B,102.1488,0.042,0.0329,normal,-0.2076,114.0794,24.1985,151.1658,98.9983,88.0105,98.5708,121.2775,85.3843,20.7462,18.0386
574,ASSET_D,106.0521,0.0321,0.0299,normal,0.1283,112.3348,59.3301,67.5356,133.8405,62.6681,70.5381,358.1492,45.8307,180.2969,60.976
575,ASSET_E,107.9724,0.0465,0.0147,normal,0.8416,111.9174,6.3536,178.2612,57.8085,72.7674,112.6764,163.2522,101.5344,55.9663,76.2597
576,ASSET_C,104.1415,0.0366,0.0255,normal,-0.3152,17.7921,176.8252,167.969,59.6111,100.3734,72.533,42.622,60.578,114.834,304.6283
577,ASSET_B,101.8758,0.0201,0.0106,normal,-0.113,45.9479,52.2284,116.991,59.6607,90.2743,106.5034,35.6831,102.5638,23.5822,248.0365
578,ASSET_B,102.1516,0.0409,0.0321,normal,-0.2967,110.2304,68.6404,23.6588,94.0325,66.3113,22.5355,98.198,80.1352,79.3474,30.5045
579,ASSET_A,99.7879,0.0214,0.0444,normal,-0.8089,74.5821,83.0224,30.6904,23.6129,69.2758,68.4731,10.7119,61.6066,55.0419,189.4344
580,ASSET_E,107.5756,0.0759,0.026,stress,0.2309,32.8831,30.2493,143.7817,66.35,61.3289,33.7446,60.3857,214.6248,158.3219,64.9045
581,ASSET_A,100.297,0.0484,0.0304,normal,-0.9227,62.2878,218.9215,267.0187,252.9726,50.0013,78.8386,96.0274,57.3419,49.6301,115.6081
582,ASSET_A,99.8072,0.0412,0.035,stress,-0.4533,144.3312,112.4616,164.9054,99.2588,55.6688,7.9808,219.2046,84.3998,57.3505,92.8608
583,ASSET_A,99.4131,0.0228,0.0283,normal,0.8646,244.8096,77.4721,57.7212,72.4865,152.4823,97.5009,113.7362,312.7246,94.2594,108.6221
584,ASSET_D,106.2217,0.0928,0.0226,stress,0.8898,124.5621,196.7145,12.8247,181.0823,46.5261,46.4934,10.1909,86.7319,128.2543,27.0812
585,ASSET_B,102.0987,0.05,0.0135,normal,-0.331,3.2556,113.1352,304.0434,192.2691,134.7257,142.5362,17.491,176.4133,278.9498,128.313
586,ASSET_B,101.9847,0.0347,0.013,normal,0.813,41.8442,341.3496,6.9999,93.1747,69.3974,121.9896,62.7172,30.1702,62.4574,42.7643
587,ASSET_B,102.2931,0.0988,0.0462,stress,-0.3719,65.1897,43.7902,114.7257,91.2474,249.5974,27.7174,53.5657,268.5832,56.4773,104.8419
588,ASSET_D,105.6151,0.0139,0.0143,normal,0.574,186.3392,77.688,70.6372,72.1276,94.9676,58.3808,41.0789,20.9592,12.1,102.1266
589,ASSET_E,108.1503,0.0213,0.0128,normal,-0.7542,40.3858,84.2521,124.8691,149.3177,41.4937,13.5043,131.0455,87.8593,71.6036,45.2414
590,ASSET_B,100.9629,0.0359,0.039,normal,0.9667,39.9121,22.8575,34.3157,189.6926,4.042,517.9066,178.0548,82.0403,85.2763,339.9832
591,ASSET_D,105.8132,0.0601,0.0307,stress,0.5734,34.9259,28.3448,21.7965,24.5049,78.9224,26.1321,3.4422,119.6383,32.5237,25.1272
592,ASSET_B,101.9442,0.0346,0.0281,normal,0.463,3.7405,75.7219,29.253,44.815,76.2605,34.6206,106.9962,73.3856,87.7765,152.056
593,ASSET_A,99.9525,0.047,0.0142,normal,0.6069,192.073,59.1854,68.2044,42.7912,200.4632,101.8069,154.9512,33.0182,53.3638,118.6318
594,ASSET_D,105.7808,0.016,0.0303,normal,0.7001,163.4902,31.5573,17.1516,7.2186,87.7993,160.8359,59.8252,37.4265,16.8261,76.2498
595,ASSET_D,105.6541,0.072,0.03,stress,0.4135,11.4527,120.6501,193.3035,312.5991,164.6698,101.0737,104.4006,8.6778,64.9948,55.6438
596,ASSET_D,106.2073,0.0461,0.0209,normal,-0.9521,107.7199,63.5119,103.2361,38.1148,17.5342,8.4159,11.8433,154.5817,40.0433,111.9328
597,ASSET_B,102.1672,0.0182,0.0404,normal,-0.2377,77.9561,10.4721,61.888,121.1876,115.1461,61.4956,220.5402,63.9336,242.4421,50.5415
598,ASSET_E,107.9965,0.0436,0.0162,normal,0.6851,33.3591,90.3353,204.4525,262.3746,65.8977,89.0814,88.1795,78.6005,119.2035,195.7398
599,ASSET_C,103.5942,0.0211,0.0354,normal,0.9367,102.7772,156.9448,68.2547,35.4794,198.8,85.1944,9.8735,294.6012,105.4421,132.6477
